id,spkid,full_name,pdes,name,neo,pha,diameter,prefix,q,per,class,horizons,begin_time,end_time
a0035454,2035454,354541998DE14,35454,,N,N,12.25,,2.421921994286063,1972.785657059516,MBA,DES=+2035454,1998-08-25-19-17-10,2000-01-01-00-00-00
a0035499,2035499,354991998FO35,35499,,N,N,11.067,,2.426561370904453,1473.402373406019,MBA,DES=+2035499,1998-12-28-15-35-09,2000-01-01-00-00-00
a0035534,2035534,355341998FW73,35534,,N,N,16.842,,2.5143283257176097,2038.274751492743,MBA,DES=+2035534,1998-08-09-10-21-06,2000-01-01-00-00-00
a0035552,2035552,355521998FE115,35552,,N,N,12.548,,2.318123454557495,1595.518565292645,MBA,DES=+2035552,1998-11-28-02-53-19,2000-01-01-00-00-00
a0035594,2035594,355941998HY114,35594,,N,N,10.097999999999999,,2.365966817148536,1968.179315790338,MBA,DES=+2035594,1998-08-26-22-55-27,2000-01-01-00-00-00
a0035598,2035598,355981998HZ118,35598,,N,N,10.745999999999999,,2.697727504430727,1982.336315271805,MBA,DES=+2035598,1998-08-23-09-58-56,2000-01-01-00-00-00
a0035605,2035605,356051998HU125,35605,,N,N,11.76,,2.620635321026231,1879.0053970567544,MBA,DES=+2035605,1998-09-18-05-58-04,2000-01-01-00-00-00
a0035627,2035627,356271998KW9,35627,,N,N,15.147,,2.443816039184599,2034.281577198256,MBA,DES=+2035627,1998-08-10-10-18-38,2000-01-01-00-00-00
a0035649,2035649,356491998ML4,35649,,N,N,11.784,,2.883794563885035,2121.096125618515,OMB,DES=+2035649,1998-07-19-17-25-24,2000-01-01-00-00-00
a0035651,2035651,356511998MS29,35651,,N,N,11.415999999999999,,2.7205243493154048,2039.527951116886,MBA,DES=+2035651,1998-08-09-02-49-57,2000-01-01-00-00-00
a0035656,2035656,356561998OZ12,35656,,N,N,18.831,,2.8173941273900382,2013.819569104153,MBA,DES=+2035656,1998-08-15-13-04-58,2000-01-01-00-00-00
