id,spkid,full_name,pdes,name,neo,pha,diameter,prefix,q,per,class
dK08G040,1002966,C/2008G4SOHO,2008 G4,SOHO,,,,C,0.0049,,PAR
dK08G050,1002967,C/2008G5SOHO,2008 G5,SOHO,,,,C,0.0048,,PAR
dK08G060,1002968,C/2008G6SOHO,2008 G6,SOHO,,,,C,0.0483,,PAR
dK08H010,1002499,C/2008H1LINEAR,2008 H1,LINEAR,,,,C,2.760260769631097,135411.8141618705,COM
dK08H020,1002969,C/2008H2SOHO,2008 H2,SOHO,,,,C,0.0054,,PAR
dK08H030,1002970,C/2008H3SOHO,2008 H3,SOHO,,,,C,0.0044,,PAR
dK08H040,1002971,C/2008H4SOHO,2008 H4,SOHO,,,,C,0.0373,,PAR
dK08H050,1002972,C/2008H5SOHO,2008 H5,SOHO,,,,C,0.0048,,PAR
dK08H060,1002973,C/2008H6SOHO,2008 H6,SOHO,,,,C,0.0086,,PAR
dK08H070,1002974,C/2008H7SOHO,2008 H7,SOHO,,,,C,0.0082,,PAR
dK08H080,1002975,C/2008H8SOHO,2008 H8,SOHO,,,,C,0.0051,,PAR
dK08H090,1002976,C/2008H9SOHO,2008 H9,SOHO,,,,C,0.005,,PAR
dK08J010,1002500,C/2008J1Boattini,2008 J1,Boattini,,,,C,1.724293402765956,781671.6019910516,COM
dK08J040,1002503,C/2008J4McNaught,2008 J4,McNaught,,,,C,0.4492740336288705,,HYP
dK08J050,1002504,C/2008J5Garradd,2008 J5,Garradd,,,,C,1.9638383871843113,225021.13246244148,COM
dK08J060,1002505,C/2008J6Hill,2008 J6,Hill,,,,C,2.0035085216691484,,HYP
dK08J070,1002977,C/2008J7SOHO,2008 J7,SOHO,,,,C,0.0085,,PAR
dK08J080,1002978,C/2008J8SOHO,2008 J8,SOHO,,,,C,0.0072,,PAR
dK08J090,1002979,C/2008J9SOHO,2008 J9,SOHO,,,,C,0.0051,,PAR
dK08J100,1002980,C/2008J10SOHO,2008 J10,SOHO,,,,C,0.0369,,PAR
dK08J110,1002981,C/2008J11SOHO,2008 J11,SOHO,,,,C,0.0052,,PAR
dK08J120,1002982,C/2008J12SOHO,2008 J12,SOHO,,,,C,0.0379,,PAR
dK08J130,1002983,C/2008J13SOHO,2008 J13,SOHO,,,,C,0.0089,,PAR
dK08J140,1002984,C/2008J14SOHO,2008 J14,SOHO,,,,C,0.0045,,PAR
dK08J150,1002985,C/2008J15SOHO,2008 J15,SOHO,,,,C,0.0048,,PAR
dK08J160,1002986,C/2008J16SOHO,2008 J16,SOHO,,,,C,0.0051,,PAR
dK08L020,1002506,P/2008L2Hill,2008 L2,Hill,,,,P,2.317377938183669,5369.083737591029,JFc
dK08L030,1002507,C/2008L3Hill,2008 L3,Hill,,,,C,2.0112803364341434,2160507.1513487766,COM
dK08N010,1002509,C/2008N1Holmes,2008 N1,Holmes,,,,C,2.7835109647041585,11088326.97569376,COM
dK08O030,1002511,P/2008O3Boattini,2008 O3,Boattini,,,,P,2.4972712306688702,8555.339330563615,JFc
dK08P010,1002987,C/2008P1Garradd,2008 P1,Garradd,,,,C,3.8961111504116803,,HYP
dK08Q010,1002988,C/2008Q1Maticic,2008 Q1,Maticic,,,,C,2.959142571483687,5282827.78827823,COM
dK08Q030,1002990,C/2008Q3Garradd,2008 Q3,Garradd,,,,C,1.798229064557068,308025127.8652663,COM
dK08Q20P,1002994,P/2008QP20LINEARHill,2008 QP20,LINEAR-Hill,,,,P,1.723132640803779,2381.775490337865,JFc
dK08R030,1002992,C/2008R3LINEAR,2008 R3,LINEAR,,,,C,1.909034581119727,28895.008354607653,HTC
dK08S030,1002998,C/2008S3Boattini,2008 S3,Boattini,,,,C,8.01792099812579,,HYP
dK08T020,1003000,C/2008T2Cardinal,2008 T2,Cardinal,,,,C,1.202207226650864,,HYP
dK08W96Z,1003011,P/2008WZ96LINEAR,2008 WZ96,LINEAR,,,,P,1.646238432887661,2246.284441480391,JFc
dK08X030,1003005,C/2008X3LINEAR,2008 X3,LINEAR,,,,C,1.902125791453888,105765.9815029577,COM
dK08Y010,1003006,P/2008Y1Boattini,2008 Y1,Boattini,Y,,,P,1.271979540225459,3838.479284885606,JFc
dK08Y030,1003008,P/2008Y3McNaught,2008 Y3,McNaught,,,,P,4.434240936244475,8308.369592023582,JFc
dK08Y120,1003317,P/2008Y12SOHO,2008 Y12,SOHO,Y,,,P,0.06541368647660686,1972.644309786168,JFC
dK09B010,1003010,P/2009B1Boattini,2009 B1,Boattini,,,,P,2.426592817026733,6317.95128361883,JFc
dK09B020,1003012,C/2009B2LINEAR,2009 B2,LINEAR,,,,C,2.327615529217351,98679.43888814448,COM
dK09E010,1003013,C/2009E1Itagaki,2009 E1,Itagaki,,,,C,0.5997215250653719,93018.02462698564,COM
dK09F010,1003014,C/2009F1Larson,2009 F1,Larson,,,,C,1.830687361156964,398855.0579111474,COM
dK09F020,1003015,C/2009F2McNaught,2009 F2,McNaught,,,,C,5.875026685399015,2352175.139281182,COM
dK09F040,1003016,C/2009F4McNaught,2009 F4,McNaught,,,,C,5.454874082528711,,HYP
dK09F050,1003017,C/2009F5McNaught,2009 F5,McNaught,,,,C,2.2453407741415896,262256.1296356829,COM
dK09F060,1003019,C/2009F6YiSWAN,2009 F6,Yi-SWAN,,,,C,1.27415899983593,4233940.97166751,COM
dK09G010,1003020,C/2009G1STEREO,2009 G1,STEREO,,,,C,1.129332670375124,,PAR
dK09K020,1003022,C/2009K2Catalina,2009 K2,Catalina,,,,C,3.246172804788022,20367344.66168033,COM
dK09K030,1003023,C/2009K3Beshore,2009 K3,Beshore,,,,C,2.866717094449721,,PAR
dK09K040,1003024,C/2009K4Gibbs,2009 K4,Gibbs,,,,C,1.548924490664919,97957.62130004,COM
dK09K050,1003025,C/2009K5McNaught,2009 K5,McNaught,,,,C,1.422401126705972,,HYP
dK09O020,1003027,C/2009O2Catalina,2009 O2,Catalina,,,,C,0.6955492968441602,1695924.59203837,COM
dK09O030,1003028,P/2009O3Hill,2009 O3,Hill,,,,P,2.4499861764311603,7994.1476494704175,JFc
dK09O040,1003029,C/2009O4Hill,2009 O4,Hill,,,,C,2.5637960789114267,,HYP
dK09P010,1003031,C/2009P1Garradd,2009 P1,Garradd,,,,C,1.5505351064542108,,HYP
dK09P020,1003032,C/2009P2Boattini,2009 P2,Boattini,,,,C,6.543979070746569,,HYP
dK09Q010,1003033,P/2009Q1Hill,2009 Q1,Hill,,,,P,2.7898816290451682,4763.981021305683,JFc
dK09Q040,1003034,P/2009Q4Boattini,2009 Q4,Boattini,,,,P,1.3208734729667801,2031.2921720018219,JFc
dK09Q050,1003035,P/2009Q5McNaught,2009 Q5,McNaught,,,,P,2.918507832563233,7450.3416316330595,JFc
dK09R010,1003036,C/2009R1McNaught,2009 R1,McNaught,,,,C,0.4050836498645098,,HYP
dK09S030,1003039,C/2009S3Lemmon,2009 S3,Lemmon,,,,C,6.474515444526291,,HYP
dK09SS0K,1003044,P/2009SK280SpacewatchHill,2009 SK280,Spacewatch-Hill,,,,P,4.19936073426338,3811.3395995707288,JFc
dK09T010,1003041,C/2009T1McNaught,2009 T1,McNaught,,,,C,6.220412949471068,81543225.04425691,COM
dK09T020,1003042,P/2009T2LaSagra,2009 T2,La Sagra,,,,P,1.7547495862472982,7646.779164576576,JFc
dK09T030,1003043,C/2009T3LINEAR,2009 T3,LINEAR,,,,C,2.2811404211474295,103012295.06542951,COM
dK09U010,1003045,C/2009U1Garradd,2009 U1,Garradd,,,,C,5.457200476827325,,PAR
dK09U030,1003046,C/2009U3Hill,2009 U3,Hill,,,,C,1.4144241495687881,794540.7976603728,COM
dK09U040,1003047,P/2009U4McNaught,2009 U4,McNaught,,,,P,1.6493627017375732,4198.21445072417,JFc
dK09U050,1003049,C/2009U5Grauer,2009 U5,Grauer,,,,C,6.094237901122263,398555608.22717404,JFc
dK09U89G,1003086,C/2009UG89Lemmon,2009 UG89,Lemmon,,,,C,3.931171058680516,,HYP
dK09W020,1003051,C/2009W2Boattini,2009 W2,Boattini,,,,C,6.907131239179837,707110200.4223826,COM
dK09W51X,1003080,P/2009WX51Catalina,2009 WX51,Catalina,Y,,,P,0.7999555439199703,1974.6123156302508,JFc
dK09Y010,1003052,C/2009Y1Catalina,2009 Y1,Catalina,,,,C,2.520494483877109,2656445.30155065,COM
dK09Y020,1003053,P/2009Y2Kowalski,2009 Y2,Kowalski,,,,P,2.33919098022704,6062.945719574033,JFc
dK10A030,1003056,P/2010A3Hill,2010 A3,Hill,,,,P,1.6218278227407,5444.512214698411,JFc
dK10A040,1003057,C/2010A4SidingSpring,2010 A4,Siding Spring,,,,C,2.7379987232353042,1826688.9685576782,COM
dK10A050,1003058,P/2010A5LINEAR,2010 A5,LINEAR,,,,P,1.71204452880309,4206.949369527369,JFc
dK10B010,1003059,C/2010B1Cardinal,2010 B1,Cardinal,,,,C,2.9414867745577014,57821813.88352658,COM
dK10B020,1003060,P/2010B2WISE,2010 B2,WISE,,,,P,1.6164563432439092,2003.6847063710181,ETc
dK10C010,1003061,P/2010C1Scotti,2010 C1,Scotti,,,,P,5.234904309383212,6860.091226260559,JFc
dK10D020,1003064,P/2010D2WISE,2010 D2,WISE,,,,P,3.659018943863107,6319.4757813059605,JFC
dK10D030,1003065,C/2010D3WISE,2010 D3,WISE,,,,C,4.247548974307397,445048812.1544341,COM
dK10D040,1003068,C/2010D4WISE,2010 D4,WISE,,,,C,7.1482150030883895,189953.5698801653,COM
dK10D56G,1003066,C/2010DG56WISE,2010 DG56,WISE,,,,C,1.5914524116460433,202723.6169898958,COM
dK10E010,1003067,C/2010E1Garradd,2010 E1,Garradd,,,,C,2.6621865893106733,423688.8969500174,COM
dK10E020,1003069,P/2010E2Jarnac,2010 E2,Jarnac,,,,P,2.3987360520531547,9276.430374318688,JFc
dK10E030,1003070,C/2010E3WISE,2010 E3,WISE,,,,C,2.274219533576917,,PAR
dK10E050,1003072,C/2010E5Scotti,2010 E5,Scotti,,,,C,3.8884425208128084,44909.97870414623,JFc
dK10F010,1003073,C/2010F1Boattini,2010 F1,Boattini,,,,C,3.5875242193402785,206677.4669025961,COM
dK10F030,1003076,C/2010F3Scotti,2010 F3,Scotti,,,,C,5.446687303041599,181768.4275874197,JFc
dK10F040,1003077,C/2010F4Machholz,2010 F4,Machholz,,,,C,0.613823014734914,,PAR
dK10F87B,1003085,C/2010FB87WISEGarradd,2010 FB87,WISE-Garradd,,,,C,2.8427637992828654,1890832.955438761,COM
dK10G010,1003078,C/2010G1Boattini,2010 G1,Boattini,,,,C,1.204549098806455,3829229.263130796,COM
dK10G020,1003079,C/2010G2Hill,2010 G2,Hill,,,,C,1.980773546092695,344581.6944673428,COM
dK10G030,1003081,C/2010G3WISE,2010 G3,WISE,,,,C,4.9076491780049505,49334389.91374722,COM
dK10H010,1003082,C/2010H1Garradd,2010 H1,Garradd,,,,C,2.7455517300683407,279295744.3827101,COM
dK10H020,1003083,P/2010H2Vales,2010 H2,Vales,,,,P,3.107665666615468,2759.648018582207,JFc
dK10H040,1003084,P/2010H4Scotti,2010 H4,Scotti,,,,P,4.8209336513040615,6226.295759617387,JFc
dK10H050,1003088,P/2010H5Scotti,2010 H5,Scotti,,,,P,6.0259304071668245,6973.8864392543055,JFc
dK10J010,1003087,C/2010J1Boattini,2010 J1,Boattini,,,,C,1.6956577093483618,81282.660766387,COM
dK10J020,1003089,C/2010J2McNaught,2010 J2,McNaught,,,,C,3.386994432904915,181512178.268326,COM
dK10J030,1003090,P/2010J3McMillan,2010 J3,McMillan,,,,P,2.4551092303531,9840.66169327994,JFc
dK10J040,1003091,C/2010J4WISE,2010 J4,WISE,,,,C,1.085532517899399,,PAR
dK10J81C,1003140,P/2010JC81WISE,2010 JC81,WISE,,,,P,1.8108311015449343,8471.883517591974,HTC
dK10K07W,1003112,C/2010KW7WISE,2010 KW7,WISE,,,4.87,C,2.5704411766583632,364390.7144439007,COM
dK10L030,1003097,C/2010L3Catalina,2010 L3,Catalina,,,,C,9.882899823698,529560975.94131017,COM
dK10L040,1003098,C/2010L4WISE,2010 L4,WISE,,,,C,2.825532192318197,261697.77422931738,COM
dK10L050,1003099,C/2010L5WISE,2010 L5,WISE,Y,,,C,0.7909008328987752,8604.433390455408,HTC
dK10M010,1003100,C/2010M1Gibbs,2010 M1,Gibbs,,,,C,2.054532913054713,,PAR
dK10R010,1003103,C/2010R1LINEAR,2010 R1,LINEAR,,,,C,5.621416250882198,,HYP
dK10S010,1003105,C/2010S1LINEAR,2010 S1,LINEAR,,,,C,5.899919929395508,,HYP
dK10T020,1003107,P/2010T2PANSTARRS,2010 T2,PANSTARRS,,,,P,3.753784635588293,4770.444493854802,JFc
dK10T20O,1003153,P/2010TO20LINEARGrauer,2010 TO20,LINEAR-Grauer,,,,P,5.103902572702395,4841.1610417447355,JFc
dK10U010,1003108,P/2010U1Boattini,2010 U1,Boattini,,,,P,4.903173395612092,6243.913769856598,JFc
dK10U020,1003109,P/2010U2Hill,2010 U2,Hill,,,,P,2.5527537539627816,3228.6431088132285,JFc
dK10U030,1003111,C/2010U3Boattini,2010 U3,Boattini,,,,C,8.44707459345888,,HYP
dK10U55H,1003161,P/2010UH55Spacewatch,2010 UH55,Spacewatch,,,,P,2.767969482056976,6073.9113950760975,JFc
dK10W00K,1003116,P/2010WKLINEAR,2010 WK,LINEAR,,,,P,1.765178428227242,5011.042087185281,JFc
dK10X010,1003113,C/2010X1Elenin,2010 X1,Elenin,,,,C,0.4824215249311249,,HYP
dK11A020,1003118,P/2011A2Scotti,2011 A2,Scotti,,,,P,1.5587822194298941,2002.245317825721,ETc
dK11A030,1003119,C/2011A3Gibbs,2011 A3,Gibbs,,,,C,2.344838671226081,14579754.93594067,COM
dK11C010,1003120,C/2011C1McNaught,2011 C1,McNaught,,,,C,0.8833783610823147,2331889.606195778,COM
dK11C020,1003121,P/2011C2Gibbs,2011 C2,Gibbs,,,,P,5.3885446178785825,7302.112365300596,JFc
dK11C030,1003122,C/2011C3Gibbs,2011 C3,Gibbs,,,,C,1.516892830094338,2095571.888392452,COM
dK11F010,1003123,C/2011F1LINEAR,2011 F1,LINEAR,,,,C,1.818266330078176,53428710.85436289,COM
dK11FE3R,1003184,P/2011FR143Lemmon,2011 FR143,Lemmon,,,,P,3.7354136599841583,6519.144572909874,JFc
dK11G010,1003124,C/2011G1McNaught,2011 G1,McNaught,,,,C,2.155142185725579,,HYP
dK11J020,1003126,C/2011J2LINEAR,2011 J2,LINEAR,,,,C,3.4434467842577337,,HYP
dK11J02b,1003340,C/2011J2BLINEAR,2011 J2-B,LINEAR,,,,C,3.440057283972918,,HYP
dK11J02c,1003350,C/2011J2CLINEAR,2011 J2-C,LINEAR,,,,C,3.441376911274622,,PAR
dK11J030,1003127,C/2011J3LINEAR,2011 J3,LINEAR,,,,C,1.450992159551614,31603.843866788848,HTC
dK11J15B,1003128,P/2011JB15SpacewatchBoattini,2011 JB15,Spacewatch-Boattini,,,,P,5.0187121735012035,7303.251796954958,JFc
dK11K010,1003129,C/2011K1SchwartzHolvorcem,2011 K1,Schwartz-Holvorcem,,,,C,3.3761435905398898,,HYP
dK11K36P,1003189,C/2011KP36Spacewatch,2011 KP36,Spacewatch,,,55.1,C,4.883285773357521,86928.04224226733,JFc
dK11L010,1003130,C/2011L1McNaught,2011 L1,McNaught,,,,C,2.2423701330825607,13388.30060956615,HTC
dK11L020,1003131,C/2011L2McNaught,2011 L2,McNaught,,,,C,1.9434479575651118,,HYP
dK11L030,1003132,C/2011L3McNaught,2011 L3,McNaught,,,,C,1.923844916389606,,HYP
dK11L040,1003133,C/2011L4PANSTARRS,2011 L4,PANSTARRS,,,,C,0.3015444464910045,,HYP
dK11L060,1003134,C/2011L6Boattini,2011 L6,Boattini,,,,C,6.787623532456127,,HYP
dK11M010,1003135,C/2011M1LINEAR,2011 M1,LINEAR,,,,C,0.8957785772330822,,HYP
dK11N010,1003136,P/2011N1ASH,2011 N1,ASH,,,,P,2.8577115563629287,5766.820690366651,JFc
dK11N01O,1003138,P/2011NO1Elenin,2011 NO1,Elenin,Y,,,P,1.242925560931557,4790.841042545958,JFc
dK11N020,1003137,C/2011N2McNaught,2011 N2,McNaught,,,,C,2.563362628295132,347815643.1850416,COM
dK11N030,1003589,C/2011N3SOHO,2011 N3,SOHO,,,,C,0.005288715181227816,,PAR
dK11O010,1003142,C/2011O1LINEAR,2011 O1,LINEAR,,,,C,3.8906529123672233,15373451.03330234,COM
dK11P010,1003139,P/2011P1McNaught,2011 P1,McNaught,,,,P,4.9555576359295745,7866.975280940137,JFc
dK11P020,1003141,C/2011P2PANSTARRS,2011 P2,PANSTARRS,,,,C,6.148110306568456,11130.564867708421,CTc
dK11Q010,1003143,C/2011Q1PANSTARRS,2011 Q1,PANSTARRS,,,,C,6.780087656817741,68070932.9863431,COM
dK11Q020,1003144,C/2011Q2McNaught,2011 Q2,McNaught,,,,C,1.349560961524759,,HYP
dK11Q030,1003145,P/2011Q3McNaught,2011 Q3,McNaught,,,,P,2.367784672997796,4150.427186908325,JFc
dK11Q040,1003149,C/2011Q4SWAN,2011 Q4,SWAN,,,,C,1.112227772690749,103130.0259341483,COM
dK11R010,1003146,C/2011R1McNaught,2011 R1,McNaught,,,,C,2.0795709195110983,,HYP
dK11R030,1003148,P/2011R3Novichonok,2011 R3,Novichonok,,,,P,3.557571934671852,3909.253410143499,JFc
dK11S010,1003150,P/2011S1Gibbs,2011 S1,Gibbs,,,,P,6.8943730836158625,9296.365075788246,CTc
dK11S020,1003152,C/2011S2Kowalski,2011 S2,Kowalski,Y,,,C,1.115118144257619,24045.253290274894,HTC
dK11U010,1003154,P/2011U1PANSTARRS,2011 U1,PANSTARRS,,,,P,2.357784739096292,2983.97833879662,JFc
dK11U020,1003155,P/2011U2Bressi,2011 U2,Bressi,,,,P,4.836755492666692,4559.015767492894,JFc
dK11U030,1003156,C/2011U3PANSTARRS,2011 U3,PANSTARRS,,,,C,1.07139912233502,,HYP
dK11UD4A,1003157,P/2011UA134SpacewatchPANSTARRS,2011 UA134,Spacewatch-PANSTARRS,,,,P,2.051505686662187,4821.410900359415,JFc
dK11UU5F,1003165,C/2011UF305LINEAR,2011 UF305,LINEAR,,,,C,2.138212073575513,,HYP
dK11V010,1003158,P/2011V1Boattini,2011 V1,Boattini,,,,P,1.7094495642517558,2751.868782848241,JFc
dK11W010,1003159,P/2011W1PANSTARRS,2011 W1,PANSTARRS,,,,P,3.312063411651107,3669.664299322249,JFc
dK11W030,1003162,C/2011W3Lovejoy,2011 W3,Lovejoy,,,,C,0.005553814151232847,254929.0293747837,COM
dK11Y020,1003163,P/2011Y2Boattini,2011 Y2,Boattini,,,,P,1.7871452253473568,5673.018983310409,JFc
dK11Y030,1003164,C/2011Y3Boattini,2011 Y3,Boattini,,,,C,3.4977955550965114,14909.06198211968,JFc
dK12A010,1003166,C/2012A1PANSTARRS,2012 A1,PANSTARRS,,,,C,7.604459507423504,,HYP
dK12A020,1003167,C/2012A2LINEAR,2012 A2,LINEAR,,,,C,3.537473845712154,11174359.58279294,COM
dK12B010,1003168,P/2012B1PANSTARRS,2012 B1,PANSTARRS,,,,P,3.82515242103675,6037.425214046215,JFc
dK12B030,1003170,C/2012B3LaSagra,2012 B3,La Sagra,,,,C,3.536537201517262,,HYP
dK12B98J,1003175,C/2012BJ98Lemmon,2012 BJ98,Lemmon,,,,C,2.156577294707694,25755.823689201698,JFc
dK12C010,1003171,C/2012C1McNaught,2012 C1,McNaught,,,,C,4.837974885547133,16616012.44549897,COM
dK12C020,1003172,C/2012C2Bruenjes,2012 C2,Bruenjes,,,,C,0.8024145518770591,,HYP
dK12C030,1003174,P/2012C3PANSTARRS,2012 C3,PANSTARRS,,,,P,3.6249557157281678,11041.22927823877,JFc
dK12C17H,1003173,C/2012CH17MOSS,2012 CH17,MOSS,,,,C,1.2960921763286009,19115598278.62742,COM
dK12E010,1003176,C/2012E1Hill,2012 E1,Hill,,,,C,7.502896614805557,84326205.97583511,COM
dK12E020,1003178,C/2012E2SWAN,2012 E2,SWAN,,,,C,0.007277101848516996,,PAR
dK12E030,1003177,C/2012E3PANSTARRS,2012 E3,PANSTARRS,,,,C,3.827413525359616,1199236.71894901,COM
dK12F010,1003179,C/2012F1Gibbs,2012 F1,Gibbs,,,,C,2.5508848384796647,231587.77133614372,COM
dK12F020,1003180,P/2012F2PANSTARRS,2012 F2,PANSTARRS,,,,P,2.897067182656856,5815.32039447773,JFc
dK12F030,1003181,C/2012F3PANSTARRS,2012 F3,PANSTARRS,,,,C,3.456865414076603,,HYP
dK12F060,1003183,C/2012F6Lemmon,2012 F6,Lemmon,,,,C,0.7312382252915651,3926360.4144948064,COM
dK12G010,1003185,P/2012G1PANSTARRS,2012 G1,PANSTARRS,,,,P,2.5801064824202298,3140.210594321513,JFc
dK12H020,1003187,C/2012H2McNaught,2012 H2,McNaught,,,,C,1.7167785688656083,23689.68837842849,HTC
dK12J010,1003188,C/2012J1Catalina,2012 J1,Catalina,,,,C,3.1587107651008766,,HYP
dK12K010,1003190,C/2012K1PANSTARRS,2012 K1,PANSTARRS,,,,C,1.0545928807905909,,HYP
dK12K030,1003191,P/2012K3Gibbs,2012 K3,Gibbs,,,,P,2.0768605987431608,2513.59882797478,JFc
dK12K050,1003192,C/2012K5LINEAR,2012 K5,LINEAR,,,,C,1.141810830333717,7872485.166037822,COM
dK12K060,1003193,C/2012K6McNaught,2012 K6,McNaught,,,,C,3.353032600123411,99146835.09022096,COM
dK12K080,1003194,C/2012K8Lemmon,2012 K8,Lemmon,,,,C,6.463004229253207,,HYP
dK12L010,1003195,C/2012L1LINEAR,2012 L1,LINEAR,,,,C,2.2624097603124893,7762764.082500665,COM
dK12L020,1003196,C/2012L2LINEAR,2012 L2,LINEAR,,,,C,1.5085341935533012,4884444.503611152,COM
dK12L030,1003197,C/2012L3LINEAR,2012 L3,LINEAR,,,,C,3.045028693766958,2197250.403439839,COM
dK12L26P,1003233,C/2012LP26Palomar,2012 LP26,Palomar,,,,C,6.536052860202628,315122900.4100612,JFc
dK12N00J,1003198,P/2012NJLaSagra,2012 NJ,La Sagra,Y,,,P,1.29189006937725,9056.00066312036,HTC
dK12O00P,1003252,C/2012OPSidingSpring,2012 OP,Siding Spring,,,,C,3.607073132038209,12496438.32549676,COM
dK12O010,1003199,P/2012O1McNaught,2012 O1,McNaught,,,,P,1.4991446645810067,2456.556800951405,JFc
dK12O020,1003200,P/2012O2McNaught,2012 O2,McNaught,,,,P,1.6608336188983037,2491.746556941231,JFc
dK12O030,1003201,P/2012O3McNaught,2012 O3,McNaught,,,,P,1.5994491787260618,3550.079616438664,JFc
dK12Q010,1003202,C/2012Q1Kowalski,2012 Q1,Kowalski,,,,C,9.482222216028863,48808.548891235456,JFc
dK12S010,1003203,C/2012S1ISON,2012 S1,ISON,,,,C,0.01245259242960607,,HYP
dK12S020,1003204,P/2012S2LaSagra,2012 S2,La Sagra,,,,P,1.3711920771859818,3407.5769724344173,JFc
dK12S030,1003205,C/2012S3PANSTARRS,2012 S3,PANSTARRS,,,,C,2.308072398338717,,HYP
dK12S040,1003206,C/2012S4PANSTARRS,2012 S4,PANSTARRS,,,,C,4.348730017379355,46267658272.538315,COM
dK12S06B,1003207,P/2012SB6Lemmon,2012 SB6,Lemmon,,,,P,2.4064676712217192,2824.5714989165476,JFc
dK12T020,1003209,P/2012T2PANSTARRS,2012 T2,PANSTARRS,,,,P,4.823558108989271,5017.947569257423,JFc
dK12T030,1003210,P/2012T3PANSTARRS,2012 T3,PANSTARRS,,,,P,2.285848428794046,6295.986420156531,JFc
dK12T040,1003211,C/2012T4McNaught,2012 T4,McNaught,,,,C,1.9533349513308769,440933.89127033186,COM
dK12T050,1003212,C/2012T5Bressi,2012 T5,Bressi,,,,C,0.3228257531024853,,HYP
dK12T060,1003213,C/2012T6Kowalski,2012 T6,Kowalski,,,,C,1.7750858120934252,19864.06424246175,HTC
dK12T08K,1003215,P/2012TK8Tenagra,2012 TK8,Tenagra,,,,P,3.090934341262959,3126.7476537986213,JFc
dK12U010,1003216,C/2012U1PANSTARRS,2012 U1,PANSTARRS,,,,C,5.263898987328626,491541438.670153,COM
dK12U020,1003217,P/2012U2PANSTARRS,2012 U2,PANSTARRS,,,,P,3.6277915744337763,7281.561438310308,JFc
dK12U27S,1003221,P/2012US27SidingSpring,2012 US27,Siding Spring,,,,P,1.820844053686308,4307.989291957641,JFc
dK12V010,1003219,C/2012V1PANSTARRS,2012 V1,PANSTARRS,,,,C,2.089029229721214,85081609.16064802,COM
dK12V020,1003220,C/2012V2LINEAR,2012 V2,LINEAR,,,,C,1.4547602314255959,5593820.154130716,COM
dK12W34A,1003230,P/2012WA34LemmonPANSTARRS,2012 WA34,Lemmon-PANSTARRS,,,,P,3.1732275878481335,3852.806878786847,JFc
dK12X010,1003224,C/2012X1LINEAR,2012 X1,LINEAR,,,,C,1.5989094619069657,693396.8181358965,COM
dK12X020,1003225,C/2012X2PANSTARRS,2012 X2,PANSTARRS,,,,C,4.74815540076853,34375.923198937526,JFc
dK12Y010,1003226,C/2012Y1LINEAR,2012 Y1,LINEAR,,,,C,2.016202544725264,85378.27407436729,COM
dK12Y030,1003227,C/2012Y3McNaught,2012 Y3,McNaught,,,,C,1.7648247818318608,58168.95773029965,HTC
dK13A010,1003228,C/2013A1SidingSpring,2013 A1,Siding Spring,,,,C,1.3997649906335823,,HYP
dK13A020,1003229,P/2013A2Scotti,2013 A2,Scotti,,,,P,2.177388315416313,2923.558046074765,JFc
dK13A76L,1003231,P/2013AL76Catalina,2013 AL76,Catalina,,,,P,2.0476029235294138,6067.636659397948,JFC
dK13B020,1003232,C/2013B2Catalina,2013 B2,Catalina,,,,C,3.7341367552403635,,HYP
dK13C020,1003235,C/2013C2Tenagra,2013 C2,Tenagra,,,,C,9.131179132998392,23490.47926352195,CTc
dK13D010,1003236,C/2013D1Holvorcem,2013 D1,Holvorcem,,,,C,2.460127938401646,13740.84800644115,JFc
dK13E010,1003237,C/2013E1McNaught,2013 E1,McNaught,,,,C,7.7816291425654684,,HYP
dK13E020,1003238,C/2013E2Iwamoto,2013 E2,Iwamoto,,,,C,1.4133220003618783,1299618.446898087,COM
dK13E90W,1003258,P/2013EW90Tenagra,2013 EW90,Tenagra,,,,P,3.300402949201464,3039.0254388693575,JFc
dK13F010,1003239,C/2013F1Boattini,2013 F1,Boattini,,,,C,1.859981174284142,,HYP
dK13F020,1003240,C/2013F2Catalina,2013 F2,Catalina,,,,C,6.2178539159502915,281662146.3632127,COM
dK13F030,1003241,C/2013F3McNaught,2013 F3,McNaught,,,,C,2.25261204244249,7633584.616065683,COM
dK13G010,1003242,P/2013G1Kowalski,2013 G1,Kowalski,,,,P,3.353096691263123,6586.571736287181,JFc
dK13G020,1003243,C/2013G2McNaught,2013 G2,McNaught,,,,C,2.15412703793087,,HYP
dK13G030,1003244,C/2013G3PANSTARRS,2013 G3,PANSTARRS,,,,C,3.852197789327116,,HYP
dK13G040,1003245,P/2013G4PANSTARRS,2013 G4,PANSTARRS,,,,P,2.6131923838469167,3408.2763747774184,JFc
dK13G050,1003246,C/2013G5Catalina,2013 G5,Catalina,,,,C,0.928937998633692,50907611.79559603,COM
dK13G060,1003247,C/2013G6Lemmon,2013 G6,Lemmon,,,,C,2.048498780118129,2781647.007301554,COM
dK13G070,1003248,C/2013G7McNaught,2013 G7,McNaught,,,,C,4.677404190569909,37310644.02413919,COM
dK13G080,1003249,C/2013G8PANSTARRS,2013 G8,PANSTARRS,,,,C,5.141179016782184,70395478.49127169,JFc
dK13G090,1003250,C/2013G9Tenagra,2013 G9,Tenagra,,,,C,5.337622403961618,,HYP
